2023,㈜한마음에너지,강원,408-81-54131,이대영,강원 원주시 흥업면 매지회촌길 64,37.2572671,127.9082646,시공사(외감),8.7,23,
2023,양준모,강원,,양준모,,37.5145741,127.1027673,,6.3,6,
2023,㈜피브이에너지,강원,549-88-00522 ,김봉가,경기도 용인시 수지구 신수로767, 에이동 1313호,37.3382141,127.1016827,,5.8,6,
2023,㈜천수,강원,784-86-00586,김태식,경기 부천시 신흥로 150, 701동 1902호,37.4977415,126.7782032,접속반, 모니터링 제조사,5.0,5,
2023,㈜에스디전기,강원,661-87-01431,홍진현,경기 화성시 동탄역로 124, 705호,37.1975789,127.0965779,시공사,4.5,3,
2023,파워포인트㈜,강원,290-81-31114,이옥희, 최귀동,경기 포천시 내촌면 금강로 2820번길 29,37.817214,127.2608639,,4.1,9,
2023,㈜현대에코쏠라,강원,134-87-16242,나성환,경기 안산시 상록구 해안로 705, 501호,502호,503호,37.2908631,126.8298973,,3.7,7,
2023,(유)광명테크,강원,276-88-00401,안정환,전북 전주시 덕진구 백제대로 555, 501호,35.8404262,127.1304524,,3.4,4,
2023,㈜세진엔지니어링,강원,412-81-23898,박찬갑,광주 서구 유덕로 50,35.1664384,126.8491602,시공사,3.1,1,
2023,㈜제이앤피엔지니어링,강원,652-87-00684,정민철,대전 유성구 덕명로71번길 16,36.3581376,127.3068502,시공사(외감),2.9,4,
2023,㈜해와람,강원,246-86-01666,박평남 ,인천 서구 파랑로 495, 2동 802호,37.524363,126.6505601,전동기 및 발전기 제조업,2.8,3,
2023,㈜대동솔라,강원,829-88-00700,한명희,대전 중구 대종로 523,36.3301793,127.4235705,일반전기 공사업,2.6,4,
2023,㈜진양에스엔지,강원,410-86-23034,채성열,광주 광산구 평동산단2번로 132,35.1329712,126.7640516,시공사,2.6,1,
2023,㈜이에스에너지,강원,358-88-01250,박진덕,강원 태백시 버들치길 4, 2층 1호,37.1400071,128.9784361,,2.1,3,
2023,㈜넥스트솔라에너지,강원,433-86-00183,강제원,경기 화성시 동탄기흥로 560, 701호,37.2111791,127.0941447,,1.8,3,
2023,㈜에스더블류에너지,강원, -  ,박창언,경기 화성시 동탄대로21길 10, 15층 1512-35호,37.20789680000001,127.0977818,,1.4,2,
2023,㈜해담,강원,248-88-02006,이승우,강원 원주시 양지로 14, 201호,37.3248656,127.979936,시공사,1.4,11,
2023,㈜삼진일렉스,강원,120-81-05711,김성관, 조찬형,서울 강남구 학동로30길 33,37.5120835,127.0327248,시공사(외감),1.1,5,
2023,㈜솔라위즈,강원,226-87-00414,위재성,경기 성남시 분당구 성남대로331번길 8, 22층 2200호,37.3661467,127.1066318,,1.0,1,
2023,미상,강원,,,,37.5145741,127.1027673,,78.1,157,
2023,㈜진양에스엔지,경기,410-86-23034,채성열,광주 광산구 평동산단2번로 132,35.1329712,126.7640516,시공사,9.2,8,
2023,파워포인트㈜,경기,290-81-31114,이옥희, 최귀동,경기 포천시 내촌면 금강로 2820번길 29,37.817214,127.2608639,,4.9,11,
2023,㈜삼보기술단,경기,605-81-24465,황규현,경북 경산시 대학로 63, 7층,35.8344809,128.7294939,,2.2,3,
2023,㈜럭스코,경기,620-81-17584,정용환 조강래,울산 북구 활밤로 24,35.5664597,129.3668699,,1.9,4,
2023,㈜해와람,경기,246-86-01666,박평남 ,인천 서구 파랑로 495, 2동 802호,37.524363,126.6505601,전동기 및 발전기 제조업,1.2,2,
2023,㈜솔라플레이,경기,107-86-00246,안병준,경기 화성시 송산면 삼존로 90-5,37.2155574,126.7661431,,0.7,1,
2023,미상,경기,,,,37.5145741,127.1027673,,16.3,99,
2023,㈜진양에스엔지,경남,410-86-23034,채성열,광주 광산구 평동산단2번로 132,35.1329712,126.7640516,시공사,1.2,3,
2023,한국신재생산업㈜,경남,514-81-99807,김겸희,부산 연제구 신촌로 11, 102동 1001호,35.1823832,129.0768282,,0.9,9,
2023,㈜조은에너지,경남,105-86-77526,신용길,서울 영등포구 당산로38길 9-3, 3층,37.52925,126.8994756,,0.6,6,
2023,,경남,,,,37.5145741,127.1027673,,0.0,0,
2023,미상,경남,,,,37.5145741,127.1027673,,26.6,72,
2023,㈜솔라플레이,경북,107-86-00246,안병준,경기 화성시 송산면 삼존로 90-5,37.2155574,126.7661431,,34.1,22,
2023,㈜탑솔라,경북,408-81-54131,오형석, 유병진,광주 북구 첨단벤처소로 16-8,35.2333573,126.8597015,,11.8,21,
2023,㈜해와람,경북,246-86-01666,박평남 ,인천 서구 파랑로 495, 2동 802호,37.524363,126.6505601,,6.5,8,
2023,㈜광영이엠씨,경북,408-81-04214,심판구, 심영대, 황내연,전남 화순군 사평면 김삿갓로 109-1,35.0143934,127.1004755,,4.9,9,
2023,㈜피브이에너지,경북,549-88-00522 ,김봉가,경기도 용인시 수지구 신수로767, 에이동 1313호,37.3382141,127.1016827,,4.8,8,
2023,에스홀딩스㈜,경북,503-81-85768,김진순,경북 청송군 현서면 구덕길 8,36.2758342,128.8977884,,4.3,11,
2023,한국에너지기술㈜,경북,502-86-34183,서윤보,대구 동구 동대구로 489, 709호,35.8741761,128.6248741,,3.8,14,
2023,㈜한일솔라텍,경북,410-86-85229,윤정희,광주 서구 마륵벽진길 120,35.1350965,126.8469152,,3.0,7,
2023,㈜아스트로너지쏠라코리아,경북,114-86-76370,루촨,서울 강남구 논현로 419, 5층,37.4976036,127.0380534,,3.0,3,
2023,㈜삼백태양광,경북,588-88-00833,김대견,경북 상주시 경상대로 2958,36.4109959,128.1520014,,2.6,12,
2023,㈜지팩에너지,경북,451-81-02092,이현춘, 이현범,경남 거창군 거창읍 중앙로1길 137,35.6915196,127.918654,,2.2,22,
2023,㈜삼진일렉스,경북,120-81-05711,김성관, 조찬형,서울 강남구 학동로30길 33,37.5120835,127.0327248,,2.0,10,
2023,㈜휴먼티엔씨,경북,620-81-41255,이수철,경북 포항시 북구 삼흥로 87, 205호,36.0696432,129.3788589,,2.0,2,
2023,솔라스토리㈜,경북,109-88-00528,이상현,서울 구로구 디지털로 306, 810호-2,37.4859031,126.8972782,,1.8,2,
2023,㈜골든썬,경북,409-86-41352,정형렬,충북 제천시 금성면 양월로 46-72, 2층,37.0764656,128.1934828,,1.0,2,
2023,㈜금호테크닉스,경북,177-87-00811,임춘기,경북 구미시 산호대로 130-72,36.0952411,128.3932041,,1.0,1,
2023,㈜태광이엔지,경북, - ,김주평,경기 평택시 비전8길 55-1, 101호,37.0009728,127.1095685,,0.7,1,
2023,㈜넥스트솔라에너지,경북,433-86-00183,강제원,경기 화성시 동탄기흥로 560, 701호,37.2111791,127.0941447,,0.6,7,
2023,㈜제이앤피엔지니어링,경북,652-87-00684,정민철,대전 유성구 덕명로71번길 16,36.3581376,127.3068502,,0.0,1,
2023,미상,경북,,,,37.5145741,127.1027673,,50.9,201,
2023,SK E&S,전남,116-81-71167,추형욱,서울시 종로구 종로 26 SK 서린빌딩,37.5696154,126.9803675,,131.7,2,
2023,㈜탑선,전남,314-86-00825,윤정택,전남 장성군 동화면 전자농공단지길 32,35.273935,126.7296333,,64.6,28,
2023,㈜아스트로너지쏠라코리아,전남,114-86-76370,루촨,서울 강남구 논현로 419, 5층,37.4976036,127.0380534,,51.8,31,
2023,㈜퍼시피코에너지코리아,전남,411-86-01071,조동욱,서울 중구 퇴계로 100, 7층,37.56017569999999,126.9829169,,37.5,9,
2023,㈜삼진일렉스,전남,120-81-05711,김성관, 조찬형,서울 강남구 학동로30길 33,37.5120835,127.0327248,,10.1,4,
2023,㈜골든썬,전남,409-86-41352,정형렬,충북 제천시 금성면 양월로 46-72, 2층,37.0764656,128.1934828,,5.4,18,
2023,㈜해와람,전남,246-86-01666,박평남 ,인천 서구 파랑로 495, 2동 802호,37.524363,126.6505601,,5.3,6,
2023,㈜탑솔라,전남,408-81-54131,오형석, 유병진,광주 북구 첨단벤처소로 16-8,35.2333573,126.8597015,,2.0,5,
2023,(유)삼환,전남,411-81-89408,김환욱,전남 함평군 함평읍 남일길 101-2,35.0679139,126.5118845,,1.1,11,
2023,㈜한일솔라텍,전남,410-86-85229,윤정희,광주 서구 마륵벽진길 120,35.1350965,126.8469152,,0.3,1,
2023,미상,전남,,,,37.5145741,127.1027673,,158.6,346,
2023,㈜피브이에너지,전북,549-88-00522 ,김봉가,경기도 용인시 수지구 신수로767, 에이동 1313호,37.3382141,127.1016827,,13.0,14,
2023,(유)대한전기이엔지,전북,612-81-54064,문성대,전북 전주시 완산구 물왕멀로 9, 102호,35.8243942,127.1505173,,7.9,36,
2023,(유)광에너지개발,전북,305-86-37798,김규환, 박성규,전북 익산시 동서로 370, A동 104호 (영등동,익산종합비즈니스센터),35.9502171,126.9749912,,4.7,49,
2023,㈜동부이엔지,전북,403-81-44996,이경이,전북 익산시 삼기면 삼기농공단지길 6-30,36.0270773,127.010147,,3.5,9,
2023,㈜광영이엠씨,전북,408-81-04214,심판구, 심영대, 황내연,전남 화순군 사평면 김삿갓로 109-1,35.0143934,127.1004755,,3.2,4,
2023,㈜한일솔라텍,전북,410-86-85229,윤정희,광주 서구 마륵벽진길 120,35.1350965,126.8469152,,3.0,22,
2023,민동효,전북,,,,37.5145741,127.1027673,,3.0,9,
2023,㈜골든썬,전북,409-86-41352,정형렬,충북 제천시 금성면 양월로 46-72, 2층,37.0764656,128.1934828,,3.0,3,
2023,㈜신후,전북,791-86-01695,이창용,전북 전주시 덕진구 번영로 237, 3층,35.8771061,127.0334156,,2.5,4,
2023,미상,전북,,,,37.5145741,127.1027673,,125.5,760,
2023,SK E&S,충남,116-81-71167,추형욱,서울시 종로구 종로 26 SK 서린빌딩,37.5696154,126.9803675,,99.0,1,
2023,지에스건설㈜,충남,104-81-18121,허창수, 임병용,서울 종로구 종로 33,37.5711096,126.9813897,태안햇들원 인수,62.0,1,
2023,씨엔씨티에너지㈜,충남,305-81-07023,황인규, 송상호,대전광역시 중구 유등천동로 762,36.3460237,127.4056014,,39.9,1,
2023,㈜솔라원에너지,충남,357-88-00826,조성의,대전 서구 문정로 96, 708호,36.3464288,127.3899038,,7.7,79,
2023,㈜쏠라포스,충남,305-81-91012,최종환,충남 금산군 추부면 추풍로 202,36.1992672,127.4874683,,7.6,17,
2023,대영종합건설㈜,충남,305-81-36227,윤일권,대전 중구 보문산로141번길 29,36.3066089,127.3955601,,5.3,31,
2023,㈜유진솔라,충남,106-87-12386,김광석,전북 전주시 덕진구 정여립로 1115, 415호 414호, 415호,35.8486052,127.0835709,,5.2,28,
2023,㈜피브이에너지,충남,549-88-00522 ,김봉가,경기도 용인시 수지구 신수로767, 에이동 1313호,37.3382141,127.1016827,,3.4,4,
2023,브라이트에너지파트너스㈜,충남,518-86-00766,김희성,서울 종로구 종로1길 50, 9층,37.5747575,126.9792977,,2.2,3,
2023,㈜탑솔라,충남,408-81-54131,오형석, 유병진,광주 북구 첨단벤처소로 16-8,35.2333573,126.8597015,,1.0,2,
2023,미상,충남,,,,37.5145741,127.1027673,,73.9,262,
2023,(사)에너지나눔과평화,충북,101-82-14588,김태호,서울 종로구 새문안로5가길 28,37.5744291,126.9735649,,2.5,3,
2023,대영종합건설㈜,충북,305-81-36227,윤일권,대전 중구 보문산로141번길 29,36.3066089,127.3955601,,1.7,17,
2023,㈜태광이엔지,충북, - ,김주평,경기 평택시 비전8길 55-1, 101호,37.0009728,127.1095685,,1.0,1,
2023,㈜해담,충북,248-88-02006,이승우,강원 원주시 양지로 14, 201호,37.3248656,127.979936,,0.5,1,
2023,미상,충북,,,,37.5145741,127.1027673,,29.4,122,